source_table,group,metric,seed,value
workload_policy_stress_raw,arm=size_baseline|num_requests=2500,cs_f25_nspi_global_detect,42,1.0
workload_policy_stress_raw,arm=size_baseline|num_requests=2500,cs_f25_nspi_global_detect,99,1.0
workload_policy_stress_raw,arm=size_baseline|num_requests=2500,cs_f25_nspi_global_detect,123,1.0
workload_policy_stress_raw,arm=size_baseline|num_requests=5000,cs_f25_nspi_global_detect,7,1.0
workload_policy_stress_raw,arm=size_baseline|num_requests=5000,cs_f25_nspi_global_detect,21,1.0
workload_policy_stress_raw,arm=size_baseline|num_requests=5000,cs_f25_nspi_global_detect,42,1.0
workload_policy_stress_raw,arm=size_baseline|num_requests=5000,cs_f25_nspi_global_detect,99,1.0
workload_policy_stress_raw,arm=size_baseline|num_requests=5000,cs_f25_nspi_global_detect,123,1.0
workload_policy_stress_raw,arm=mix_high_approval_missing|num_requests=1000,cs_f25_trusted_oracle_detect,7,1.0
workload_policy_stress_raw,arm=mix_high_approval_missing|num_requests=1000,cs_f25_trusted_oracle_detect,21,1.0
workload_policy_stress_raw,arm=mix_high_approval_missing|num_requests=1000,cs_f25_trusted_oracle_detect,42,1.0
workload_policy_stress_raw,arm=mix_high_approval_missing|num_requests=1000,cs_f25_trusted_oracle_detect,99,1.0
workload_policy_stress_raw,arm=mix_high_approval_missing|num_requests=1000,cs_f25_trusted_oracle_detect,123,1.0
workload_policy_stress_raw,arm=mix_high_classified_proxy|num_requests=1000,cs_f25_trusted_oracle_detect,7,1.0
workload_policy_stress_raw,arm=mix_high_classified_proxy|num_requests=1000,cs_f25_trusted_oracle_detect,21,1.0
workload_policy_stress_raw,arm=mix_high_classified_proxy|num_requests=1000,cs_f25_trusted_oracle_detect,42,1.0
workload_policy_stress_raw,arm=mix_high_classified_proxy|num_requests=1000,cs_f25_trusted_oracle_detect,99,1.0
workload_policy_stress_raw,arm=mix_high_classified_proxy|num_requests=1000,cs_f25_trusted_oracle_detect,123,1.0
workload_policy_stress_raw,arm=mix_high_cross_jurisdiction|num_requests=1000,cs_f25_trusted_oracle_detect,7,1.0
workload_policy_stress_raw,arm=mix_high_cross_jurisdiction|num_requests=1000,cs_f25_trusted_oracle_detect,21,1.0
workload_policy_stress_raw,arm=mix_high_cross_jurisdiction|num_requests=1000,cs_f25_trusted_oracle_detect,42,1.0
workload_policy_stress_raw,arm=mix_high_cross_jurisdiction|num_requests=1000,cs_f25_trusted_oracle_detect,99,1.0
workload_policy_stress_raw,arm=mix_high_cross_jurisdiction|num_requests=1000,cs_f25_trusted_oracle_detect,123,1.0
workload_policy_stress_raw,arm=mix_high_revoked_credential|num_requests=1000,cs_f25_trusted_oracle_detect,7,1.0
workload_policy_stress_raw,arm=mix_high_revoked_credential|num_requests=1000,cs_f25_trusted_oracle_detect,21,1.0
workload_policy_stress_raw,arm=mix_high_revoked_credential|num_requests=1000,cs_f25_trusted_oracle_detect,42,1.0
workload_policy_stress_raw,arm=mix_high_revoked_credential|num_requests=1000,cs_f25_trusted_oracle_detect,99,1.0
workload_policy_stress_raw,arm=mix_high_revoked_credential|num_requests=1000,cs_f25_trusted_oracle_detect,123,1.0
workload_policy_stress_raw,arm=size_baseline|num_requests=500,cs_f25_trusted_oracle_detect,7,1.0
workload_policy_stress_raw,arm=size_baseline|num_requests=500,cs_f25_trusted_oracle_detect,21,1.0
workload_policy_stress_raw,arm=size_baseline|num_requests=500,cs_f25_trusted_oracle_detect,42,1.0
workload_policy_stress_raw,arm=size_baseline|num_requests=500,cs_f25_trusted_oracle_detect,99,1.0
workload_policy_stress_raw,arm=size_baseline|num_requests=500,cs_f25_trusted_oracle_detect,123,1.0
workload_policy_stress_raw,arm=size_baseline|num_requests=1000,cs_f25_trusted_oracle_detect,7,1.0
workload_policy_stress_raw,arm=size_baseline|num_requests=1000,cs_f25_trusted_oracle_detect,21,1.0
workload_policy_stress_raw,arm=size_baseline|num_requests=1000,cs_f25_trusted_oracle_detect,42,1.0
workload_policy_stress_raw,arm=size_baseline|num_requests=1000,cs_f25_trusted_oracle_detect,99,1.0
workload_policy_stress_raw,arm=size_baseline|num_requests=1000,cs_f25_trusted_oracle_detect,123,1.0
workload_policy_stress_raw,arm=size_baseline|num_requests=2500,cs_f25_trusted_oracle_detect,7,1.0
workload_policy_stress_raw,arm=size_baseline|num_requests=2500,cs_f25_trusted_oracle_detect,21,1.0
workload_policy_stress_raw,arm=size_baseline|num_requests=2500,cs_f25_trusted_oracle_detect,42,1.0
workload_policy_stress_raw,arm=size_baseline|num_requests=2500,cs_f25_trusted_oracle_detect,99,1.0
workload_policy_stress_raw,arm=size_baseline|num_requests=2500,cs_f25_trusted_oracle_detect,123,1.0
workload_policy_stress_raw,arm=size_baseline|num_requests=5000,cs_f25_trusted_oracle_detect,7,1.0
workload_policy_stress_raw,arm=size_baseline|num_requests=5000,cs_f25_trusted_oracle_detect,21,1.0
workload_policy_stress_raw,arm=size_baseline|num_requests=5000,cs_f25_trusted_oracle_detect,42,1.0
workload_policy_stress_raw,arm=size_baseline|num_requests=5000,cs_f25_trusted_oracle_detect,99,1.0
workload_policy_stress_raw,arm=size_baseline|num_requests=5000,cs_f25_trusted_oracle_detect,123,1.0
workload_policy_stress_raw,arm=mix_high_approval_missing|num_requests=1000,cs_f25_signed_chain_detect,7,0.0
workload_policy_stress_raw,arm=mix_high_approval_missing|num_requests=1000,cs_f25_signed_chain_detect,21,0.0
workload_policy_stress_raw,arm=mix_high_approval_missing|num_requests=1000,cs_f25_signed_chain_detect,42,0.0
workload_policy_stress_raw,arm=mix_high_approval_missing|num_requests=1000,cs_f25_signed_chain_detect,99,0.0
workload_policy_stress_raw,arm=mix_high_approval_missing|num_requests=1000,cs_f25_signed_chain_detect,123,0.0
workload_policy_stress_raw,arm=mix_high_classified_proxy|num_requests=1000,cs_f25_signed_chain_detect,7,0.0
workload_policy_stress_raw,arm=mix_high_classified_proxy|num_requests=1000,cs_f25_signed_chain_detect,21,0.0
workload_policy_stress_raw,arm=mix_high_classified_proxy|num_requests=1000,cs_f25_signed_chain_detect,42,0.0
workload_policy_stress_raw,arm=mix_high_classified_proxy|num_requests=1000,cs_f25_signed_chain_detect,99,0.0
workload_policy_stress_raw,arm=mix_high_classified_proxy|num_requests=1000,cs_f25_signed_chain_detect,123,0.0
workload_policy_stress_raw,arm=mix_high_cross_jurisdiction|num_requests=1000,cs_f25_signed_chain_detect,7,0.0
workload_policy_stress_raw,arm=mix_high_cross_jurisdiction|num_requests=1000,cs_f25_signed_chain_detect,21,0.0
workload_policy_stress_raw,arm=mix_high_cross_jurisdiction|num_requests=1000,cs_f25_signed_chain_detect,42,0.0
workload_policy_stress_raw,arm=mix_high_cross_jurisdiction|num_requests=1000,cs_f25_signed_chain_detect,99,0.0
workload_policy_stress_raw,arm=mix_high_cross_jurisdiction|num_requests=1000,cs_f25_signed_chain_detect,123,0.0
workload_policy_stress_raw,arm=mix_high_revoked_credential|num_requests=1000,cs_f25_signed_chain_detect,7,0.0
workload_policy_stress_raw,arm=mix_high_revoked_credential|num_requests=1000,cs_f25_signed_chain_detect,21,0.0
workload_policy_stress_raw,arm=mix_high_revoked_credential|num_requests=1000,cs_f25_signed_chain_detect,42,0.0
workload_policy_stress_raw,arm=mix_high_revoked_credential|num_requests=1000,cs_f25_signed_chain_detect,99,0.0
workload_policy_stress_raw,arm=mix_high_revoked_credential|num_requests=1000,cs_f25_signed_chain_detect,123,0.0
workload_policy_stress_raw,arm=size_baseline|num_requests=500,cs_f25_signed_chain_detect,7,0.0
workload_policy_stress_raw,arm=size_baseline|num_requests=500,cs_f25_signed_chain_detect,21,0.0
workload_policy_stress_raw,arm=size_baseline|num_requests=500,cs_f25_signed_chain_detect,42,0.0
workload_policy_stress_raw,arm=size_baseline|num_requests=500,cs_f25_signed_chain_detect,99,0.0
workload_policy_stress_raw,arm=size_baseline|num_requests=500,cs_f25_signed_chain_detect,123,0.0
workload_policy_stress_raw,arm=size_baseline|num_requests=1000,cs_f25_signed_chain_detect,7,0.0
workload_policy_stress_raw,arm=size_baseline|num_requests=1000,cs_f25_signed_chain_detect,21,0.0
workload_policy_stress_raw,arm=size_baseline|num_requests=1000,cs_f25_signed_chain_detect,42,0.0
workload_policy_stress_raw,arm=size_baseline|num_requests=1000,cs_f25_signed_chain_detect,99,0.0
workload_policy_stress_raw,arm=size_baseline|num_requests=1000,cs_f25_signed_chain_detect,123,0.0
workload_policy_stress_raw,arm=size_baseline|num_requests=2500,cs_f25_signed_chain_detect,7,0.0
workload_policy_stress_raw,arm=size_baseline|num_requests=2500,cs_f25_signed_chain_detect,21,0.0
workload_policy_stress_raw,arm=size_baseline|num_requests=2500,cs_f25_signed_chain_detect,42,0.0
workload_policy_stress_raw,arm=size_baseline|num_requests=2500,cs_f25_signed_chain_detect,99,0.0
workload_policy_stress_raw,arm=size_baseline|num_requests=2500,cs_f25_signed_chain_detect,123,0.0
workload_policy_stress_raw,arm=size_baseline|num_requests=5000,cs_f25_signed_chain_detect,7,0.0
workload_policy_stress_raw,arm=size_baseline|num_requests=5000,cs_f25_signed_chain_detect,21,0.0
workload_policy_stress_raw,arm=size_baseline|num_requests=5000,cs_f25_signed_chain_detect,42,0.0
workload_policy_stress_raw,arm=size_baseline|num_requests=5000,cs_f25_signed_chain_detect,99,0.0
workload_policy_stress_raw,arm=size_baseline|num_requests=5000,cs_f25_signed_chain_detect,123,0.0
workload_policy_stress_raw,arm=mix_high_approval_missing|num_requests=1000,cs_f10_nspi_global_detect,7,1.0
workload_policy_stress_raw,arm=mix_high_approval_missing|num_requests=1000,cs_f10_nspi_global_detect,21,1.0
workload_policy_stress_raw,arm=mix_high_approval_missing|num_requests=1000,cs_f10_nspi_global_detect,42,1.0
workload_policy_stress_raw,arm=mix_high_approval_missing|num_requests=1000,cs_f10_nspi_global_detect,99,1.0
workload_policy_stress_raw,arm=mix_high_approval_missing|num_requests=1000,cs_f10_nspi_global_detect,123,1.0
workload_policy_stress_raw,arm=mix_high_classified_proxy|num_requests=1000,cs_f10_nspi_global_detect,7,1.0
workload_policy_stress_raw,arm=mix_high_classified_proxy|num_requests=1000,cs_f10_nspi_global_detect,21,1.0
workload_policy_stress_raw,arm=mix_high_classified_proxy|num_requests=1000,cs_f10_nspi_global_detect,42,1.0
workload_policy_stress_raw,arm=mix_high_classified_proxy|num_requests=1000,cs_f10_nspi_global_detect,99,1.0
workload_policy_stress_raw,arm=mix_high_classified_proxy|num_requests=1000,cs_f10_nspi_global_detect,123,1.0
workload_policy_stress_raw,arm=mix_high_cross_jurisdiction|num_requests=1000,cs_f10_nspi_global_detect,7,1.0
workload_policy_stress_raw,arm=mix_high_cross_jurisdiction|num_requests=1000,cs_f10_nspi_global_detect,21,1.0
workload_policy_stress_raw,arm=mix_high_cross_jurisdiction|num_requests=1000,cs_f10_nspi_global_detect,42,1.0
workload_policy_stress_raw,arm=mix_high_cross_jurisdiction|num_requests=1000,cs_f10_nspi_global_detect,99,1.0
workload_policy_stress_raw,arm=mix_high_cross_jurisdiction|num_requests=1000,cs_f10_nspi_global_detect,123,1.0
workload_policy_stress_raw,arm=mix_high_revoked_credential|num_requests=1000,cs_f10_nspi_global_detect,7,1.0
workload_policy_stress_raw,arm=mix_high_revoked_credential|num_requests=1000,cs_f10_nspi_global_detect,21,1.0
workload_policy_stress_raw,arm=mix_high_revoked_credential|num_requests=1000,cs_f10_nspi_global_detect,42,1.0
workload_policy_stress_raw,arm=mix_high_revoked_credential|num_requests=1000,cs_f10_nspi_global_detect,99,1.0
workload_policy_stress_raw,arm=mix_high_revoked_credential|num_requests=1000,cs_f10_nspi_global_detect,123,1.0
workload_policy_stress_raw,arm=size_baseline|num_requests=500,cs_f10_nspi_global_detect,7,0.0
workload_policy_stress_raw,arm=size_baseline|num_requests=500,cs_f10_nspi_global_detect,21,1.0
workload_policy_stress_raw,arm=size_baseline|num_requests=500,cs_f10_nspi_global_detect,42,0.0
workload_policy_stress_raw,arm=size_baseline|num_requests=500,cs_f10_nspi_global_detect,99,0.0
workload_policy_stress_raw,arm=size_baseline|num_requests=500,cs_f10_nspi_global_detect,123,0.0
workload_policy_stress_raw,arm=size_baseline|num_requests=1000,cs_f10_nspi_global_detect,7,1.0
workload_policy_stress_raw,arm=size_baseline|num_requests=1000,cs_f10_nspi_global_detect,21,1.0
workload_policy_stress_raw,arm=size_baseline|num_requests=1000,cs_f10_nspi_global_detect,42,1.0
workload_policy_stress_raw,arm=size_baseline|num_requests=1000,cs_f10_nspi_global_detect,99,1.0
workload_policy_stress_raw,arm=size_baseline|num_requests=1000,cs_f10_nspi_global_detect,123,1.0
workload_policy_stress_raw,arm=size_baseline|num_requests=2500,cs_f10_nspi_global_detect,7,1.0
workload_policy_stress_raw,arm=size_baseline|num_requests=2500,cs_f10_nspi_global_detect,21,1.0
workload_policy_stress_raw,arm=size_baseline|num_requests=2500,cs_f10_nspi_global_detect,42,1.0
workload_policy_stress_raw,arm=size_baseline|num_requests=2500,cs_f10_nspi_global_detect,99,1.0
workload_policy_stress_raw,arm=size_baseline|num_requests=2500,cs_f10_nspi_global_detect,123,1.0
workload_policy_stress_raw,arm=size_baseline|num_requests=5000,cs_f10_nspi_global_detect,7,1.0
workload_policy_stress_raw,arm=size_baseline|num_requests=5000,cs_f10_nspi_global_detect,21,1.0
workload_policy_stress_raw,arm=size_baseline|num_requests=5000,cs_f10_nspi_global_detect,42,1.0
workload_policy_stress_raw,arm=size_baseline|num_requests=5000,cs_f10_nspi_global_detect,99,1.0
workload_policy_stress_raw,arm=size_baseline|num_requests=5000,cs_f10_nspi_global_detect,123,1.0
workload_policy_stress_raw,arm=mix_high_approval_missing|num_requests=1000,cs_f10_nspi_per_station_detect,7,1.0
workload_policy_stress_raw,arm=mix_high_approval_missing|num_requests=1000,cs_f10_nspi_per_station_detect,21,1.0
workload_policy_stress_raw,arm=mix_high_approval_missing|num_requests=1000,cs_f10_nspi_per_station_detect,42,0.0
workload_policy_stress_raw,arm=mix_high_approval_missing|num_requests=1000,cs_f10_nspi_per_station_detect,99,1.0
workload_policy_stress_raw,arm=mix_high_approval_missing|num_requests=1000,cs_f10_nspi_per_station_detect,123,0.0
workload_policy_stress_raw,arm=mix_high_classified_proxy|num_requests=1000,cs_f10_nspi_per_station_detect,7,1.0
workload_policy_stress_raw,arm=mix_high_classified_proxy|num_requests=1000,cs_f10_nspi_per_station_detect,21,1.0
workload_policy_stress_raw,arm=mix_high_classified_proxy|num_requests=1000,cs_f10_nspi_per_station_detect,42,0.0
workload_policy_stress_raw,arm=mix_high_classified_proxy|num_requests=1000,cs_f10_nspi_per_station_detect,99,1.0
workload_policy_stress_raw,arm=mix_high_classified_proxy|num_requests=1000,cs_f10_nspi_per_station_detect,123,1.0
workload_policy_stress_raw,arm=mix_high_cross_jurisdiction|num_requests=1000,cs_f10_nspi_per_station_detect,7,0.0
workload_policy_stress_raw,arm=mix_high_cross_jurisdiction|num_requests=1000,cs_f10_nspi_per_station_detect,21,1.0
workload_policy_stress_raw,arm=mix_high_cross_jurisdiction|num_requests=1000,cs_f10_nspi_per_station_detect,42,1.0
workload_policy_stress_raw,arm=mix_high_cross_jurisdiction|num_requests=1000,cs_f10_nspi_per_station_detect,99,1.0
workload_policy_stress_raw,arm=mix_high_cross_jurisdiction|num_requests=1000,cs_f10_nspi_per_station_detect,123,1.0
workload_policy_stress_raw,arm=mix_high_revoked_credential|num_requests=1000,cs_f10_nspi_per_station_detect,7,0.0
workload_policy_stress_raw,arm=mix_high_revoked_credential|num_requests=1000,cs_f10_nspi_per_station_detect,21,1.0
workload_policy_stress_raw,arm=mix_high_revoked_credential|num_requests=1000,cs_f10_nspi_per_station_detect,42,1.0
workload_policy_stress_raw,arm=mix_high_revoked_credential|num_requests=1000,cs_f10_nspi_per_station_detect,99,1.0
workload_policy_stress_raw,arm=mix_high_revoked_credential|num_requests=1000,cs_f10_nspi_per_station_detect,123,1.0
workload_policy_stress_raw,arm=size_baseline|num_requests=500,cs_f10_nspi_per_station_detect,7,0.0
workload_policy_stress_raw,arm=size_baseline|num_requests=500,cs_f10_nspi_per_station_detect,21,0.0
workload_policy_stress_raw,arm=size_baseline|num_requests=500,cs_f10_nspi_per_station_detect,42,0.0
workload_policy_stress_raw,arm=size_baseline|num_requests=500,cs_f10_nspi_per_station_detect,99,0.0
workload_policy_stress_raw,arm=size_baseline|num_requests=500,cs_f10_nspi_per_station_detect,123,1.0
workload_policy_stress_raw,arm=size_baseline|num_requests=1000,cs_f10_nspi_per_station_detect,7,1.0
workload_policy_stress_raw,arm=size_baseline|num_requests=1000,cs_f10_nspi_per_station_detect,21,1.0
workload_policy_stress_raw,arm=size_baseline|num_requests=1000,cs_f10_nspi_per_station_detect,42,0.0
workload_policy_stress_raw,arm=size_baseline|num_requests=1000,cs_f10_nspi_per_station_detect,99,1.0
workload_policy_stress_raw,arm=size_baseline|num_requests=1000,cs_f10_nspi_per_station_detect,123,0.0
workload_policy_stress_raw,arm=size_baseline|num_requests=2500,cs_f10_nspi_per_station_detect,7,1.0
workload_policy_stress_raw,arm=size_baseline|num_requests=2500,cs_f10_nspi_per_station_detect,21,1.0
workload_policy_stress_raw,arm=size_baseline|num_requests=2500,cs_f10_nspi_per_station_detect,42,1.0
workload_policy_stress_raw,arm=size_baseline|num_requests=2500,cs_f10_nspi_per_station_detect,99,1.0
workload_policy_stress_raw,arm=size_baseline|num_requests=2500,cs_f10_nspi_per_station_detect,123,1.0
workload_policy_stress_raw,arm=size_baseline|num_requests=5000,cs_f10_nspi_per_station_detect,7,1.0
workload_policy_stress_raw,arm=size_baseline|num_requests=5000,cs_f10_nspi_per_station_detect,21,1.0
workload_policy_stress_raw,arm=size_baseline|num_requests=5000,cs_f10_nspi_per_station_detect,42,1.0
workload_policy_stress_raw,arm=size_baseline|num_requests=5000,cs_f10_nspi_per_station_detect,99,1.0
workload_policy_stress_raw,arm=size_baseline|num_requests=5000,cs_f10_nspi_per_station_detect,123,1.0
workload_policy_stress_raw,arm=mix_high_approval_missing|num_requests=1000,cf_validity,7,1.0
workload_policy_stress_raw,arm=mix_high_approval_missing|num_requests=1000,cf_validity,21,1.0
workload_policy_stress_raw,arm=mix_high_approval_missing|num_requests=1000,cf_validity,42,1.0
workload_policy_stress_raw,arm=mix_high_approval_missing|num_requests=1000,cf_validity,99,1.0
workload_policy_stress_raw,arm=mix_high_approval_missing|num_requests=1000,cf_validity,123,1.0
workload_policy_stress_raw,arm=mix_high_classified_proxy|num_requests=1000,cf_validity,7,1.0
workload_policy_stress_raw,arm=mix_high_classified_proxy|num_requests=1000,cf_validity,21,1.0
workload_policy_stress_raw,arm=mix_high_classified_proxy|num_requests=1000,cf_validity,42,1.0
workload_policy_stress_raw,arm=mix_high_classified_proxy|num_requests=1000,cf_validity,99,1.0
workload_policy_stress_raw,arm=mix_high_classified_proxy|num_requests=1000,cf_validity,123,1.0
workload_policy_stress_raw,arm=mix_high_cross_jurisdiction|num_requests=1000,cf_validity,7,1.0
workload_policy_stress_raw,arm=mix_high_cross_jurisdiction|num_requests=1000,cf_validity,21,1.0
workload_policy_stress_raw,arm=mix_high_cross_jurisdiction|num_requests=1000,cf_validity,42,1.0
workload_policy_stress_raw,arm=mix_high_cross_jurisdiction|num_requests=1000,cf_validity,99,1.0
workload_policy_stress_raw,arm=mix_high_cross_jurisdiction|num_requests=1000,cf_validity,123,1.0
workload_policy_stress_raw,arm=mix_high_revoked_credential|num_requests=1000,cf_validity,7,1.0
workload_policy_stress_raw,arm=mix_high_revoked_credential|num_requests=1000,cf_validity,21,1.0
workload_policy_stress_raw,arm=mix_high_revoked_credential|num_requests=1000,cf_validity,42,1.0
workload_policy_stress_raw,arm=mix_high_revoked_credential|num_requests=1000,cf_validity,99,1.0
workload_policy_stress_raw,arm=mix_high_revoked_credential|num_requests=1000,cf_validity,123,1.0
workload_policy_stress_raw,arm=size_baseline|num_requests=500,cf_validity,7,1.0
workload_policy_stress_raw,arm=size_baseline|num_requests=500,cf_validity,21,1.0
workload_policy_stress_raw,arm=size_baseline|num_requests=500,cf_validity,42,1.0
workload_policy_stress_raw,arm=size_baseline|num_requests=500,cf_validity,99,1.0
workload_policy_stress_raw,arm=size_baseline|num_requests=500,cf_validity,123,1.0
workload_policy_stress_raw,arm=size_baseline|num_requests=1000,cf_validity,7,1.0
workload_policy_stress_raw,arm=size_baseline|num_requests=1000,cf_validity,21,1.0
workload_policy_stress_raw,arm=size_baseline|num_requests=1000,cf_validity,42,1.0
workload_policy_stress_raw,arm=size_baseline|num_requests=1000,cf_validity,99,1.0
workload_policy_stress_raw,arm=size_baseline|num_requests=1000,cf_validity,123,1.0
workload_policy_stress_raw,arm=size_baseline|num_requests=2500,cf_validity,7,1.0
workload_policy_stress_raw,arm=size_baseline|num_requests=2500,cf_validity,21,1.0
workload_policy_stress_raw,arm=size_baseline|num_requests=2500,cf_validity,42,1.0
workload_policy_stress_raw,arm=size_baseline|num_requests=2500,cf_validity,99,1.0
workload_policy_stress_raw,arm=size_baseline|num_requests=2500,cf_validity,123,1.0
workload_policy_stress_raw,arm=size_baseline|num_requests=5000,cf_validity,7,1.0
workload_policy_stress_raw,arm=size_baseline|num_requests=5000,cf_validity,21,1.0
workload_policy_stress_raw,arm=size_baseline|num_requests=5000,cf_validity,42,1.0
workload_policy_stress_raw,arm=size_baseline|num_requests=5000,cf_validity,99,1.0
workload_policy_stress_raw,arm=size_baseline|num_requests=5000,cf_validity,123,1.0
workload_policy_stress_raw,arm=mix_high_approval_missing|num_requests=1000,nspi_train_accuracy,7,0.941
workload_policy_stress_raw,arm=mix_high_approval_missing|num_requests=1000,nspi_train_accuracy,21,0.954
workload_policy_stress_raw,arm=mix_high_approval_missing|num_requests=1000,nspi_train_accuracy,42,0.962
workload_policy_stress_raw,arm=mix_high_approval_missing|num_requests=1000,nspi_train_accuracy,99,0.959
workload_policy_stress_raw,arm=mix_high_approval_missing|num_requests=1000,nspi_train_accuracy,123,0.943
workload_policy_stress_raw,arm=mix_high_classified_proxy|num_requests=1000,nspi_train_accuracy,7,0.939
workload_policy_stress_raw,arm=mix_high_classified_proxy|num_requests=1000,nspi_train_accuracy,21,0.938
workload_policy_stress_raw,arm=mix_high_classified_proxy|num_requests=1000,nspi_train_accuracy,42,0.937
workload_policy_stress_raw,arm=mix_high_classified_proxy|num_requests=1000,nspi_train_accuracy,99,0.934
workload_policy_stress_raw,arm=mix_high_classified_proxy|num_requests=1000,nspi_train_accuracy,123,0.942
workload_policy_stress_raw,arm=mix_high_cross_jurisdiction|num_requests=1000,nspi_train_accuracy,7,0.958
workload_policy_stress_raw,arm=mix_high_cross_jurisdiction|num_requests=1000,nspi_train_accuracy,21,0.969
workload_policy_stress_raw,arm=mix_high_cross_jurisdiction|num_requests=1000,nspi_train_accuracy,42,0.959
workload_policy_stress_raw,arm=mix_high_cross_jurisdiction|num_requests=1000,nspi_train_accuracy,99,0.963
workload_policy_stress_raw,arm=mix_high_cross_jurisdiction|num_requests=1000,nspi_train_accuracy,123,0.935
workload_policy_stress_raw,arm=mix_high_revoked_credential|num_requests=1000,nspi_train_accuracy,7,0.954
workload_policy_stress_raw,arm=mix_high_revoked_credential|num_requests=1000,nspi_train_accuracy,21,0.964
workload_policy_stress_raw,arm=mix_high_revoked_credential|num_requests=1000,nspi_train_accuracy,42,0.952
workload_policy_stress_raw,arm=mix_high_revoked_credential|num_requests=1000,nspi_train_accuracy,99,0.94
workload_policy_stress_raw,arm=mix_high_revoked_credential|num_requests=1000,nspi_train_accuracy,123,0.95
workload_policy_stress_raw,arm=size_baseline|num_requests=500,nspi_train_accuracy,7,0.934
workload_policy_stress_raw,arm=size_baseline|num_requests=500,nspi_train_accuracy,21,0.938
workload_policy_stress_raw,arm=size_baseline|num_requests=500,nspi_train_accuracy,42,0.92
workload_policy_stress_raw,arm=size_baseline|num_requests=500,nspi_train_accuracy,99,0.91
workload_policy_stress_raw,arm=size_baseline|num_requests=500,nspi_train_accuracy,123,0.872
workload_policy_stress_raw,arm=size_baseline|num_requests=1000,nspi_train_accuracy,7,0.945
workload_policy_stress_raw,arm=size_baseline|num_requests=1000,nspi_train_accuracy,21,0.949
workload_policy_stress_raw,arm=size_baseline|num_requests=1000,nspi_train_accuracy,42,0.953
workload_policy_stress_raw,arm=size_baseline|num_requests=1000,nspi_train_accuracy,99,0.958
workload_policy_stress_raw,arm=size_baseline|num_requests=1000,nspi_train_accuracy,123,0.929
workload_policy_stress_raw,arm=size_baseline|num_requests=2500,nspi_train_accuracy,7,0.9632
workload_policy_stress_raw,arm=size_baseline|num_requests=2500,nspi_train_accuracy,21,0.9672
workload_policy_stress_raw,arm=size_baseline|num_requests=2500,nspi_train_accuracy,42,0.9716
workload_policy_stress_raw,arm=size_baseline|num_requests=2500,nspi_train_accuracy,99,0.9692
workload_policy_stress_raw,arm=size_baseline|num_requests=2500,nspi_train_accuracy,123,0.9688
workload_policy_stress_raw,arm=size_baseline|num_requests=5000,nspi_train_accuracy,7,0.9704
workload_policy_stress_raw,arm=size_baseline|num_requests=5000,nspi_train_accuracy,21,0.9746
workload_policy_stress_raw,arm=size_baseline|num_requests=5000,nspi_train_accuracy,42,0.9776
workload_policy_stress_raw,arm=size_baseline|num_requests=5000,nspi_train_accuracy,99,0.9736
workload_policy_stress_raw,arm=size_baseline|num_requests=5000,nspi_train_accuracy,123,0.9726
workload_policy_stress_raw,arm=mix_high_approval_missing|num_requests=1000,runtime_seconds,7,3.89
workload_policy_stress_raw,arm=mix_high_approval_missing|num_requests=1000,runtime_seconds,21,3.9
workload_policy_stress_raw,arm=mix_high_approval_missing|num_requests=1000,runtime_seconds,42,3.91
workload_policy_stress_raw,arm=mix_high_approval_missing|num_requests=1000,runtime_seconds,99,3.89
workload_policy_stress_raw,arm=mix_high_approval_missing|num_requests=1000,runtime_seconds,123,3.89
workload_policy_stress_raw,arm=mix_high_classified_proxy|num_requests=1000,runtime_seconds,7,3.95
workload_policy_stress_raw,arm=mix_high_classified_proxy|num_requests=1000,runtime_seconds,21,3.93
workload_policy_stress_raw,arm=mix_high_classified_proxy|num_requests=1000,runtime_seconds,42,3.9
workload_policy_stress_raw,arm=mix_high_classified_proxy|num_requests=1000,runtime_seconds,99,3.85
workload_policy_stress_raw,arm=mix_high_classified_proxy|num_requests=1000,runtime_seconds,123,3.86
workload_policy_stress_raw,arm=mix_high_cross_jurisdiction|num_requests=1000,runtime_seconds,7,4.0
workload_policy_stress_raw,arm=mix_high_cross_jurisdiction|num_requests=1000,runtime_seconds,21,3.99
workload_policy_stress_raw,arm=mix_high_cross_jurisdiction|num_requests=1000,runtime_seconds,42,3.94
workload_policy_stress_raw,arm=mix_high_cross_jurisdiction|num_requests=1000,runtime_seconds,99,3.95
workload_policy_stress_raw,arm=mix_high_cross_jurisdiction|num_requests=1000,runtime_seconds,123,3.96
workload_policy_stress_raw,arm=mix_high_revoked_credential|num_requests=1000,runtime_seconds,7,3.93
workload_policy_stress_raw,arm=mix_high_revoked_credential|num_requests=1000,runtime_seconds,21,3.86
workload_policy_stress_raw,arm=mix_high_revoked_credential|num_requests=1000,runtime_seconds,42,3.94
workload_policy_stress_raw,arm=mix_high_revoked_credential|num_requests=1000,runtime_seconds,99,3.87
workload_policy_stress_raw,arm=mix_high_revoked_credential|num_requests=1000,runtime_seconds,123,3.89
workload_policy_stress_raw,arm=size_baseline|num_requests=500,runtime_seconds,7,3.31
workload_policy_stress_raw,arm=size_baseline|num_requests=500,runtime_seconds,21,3.29
workload_policy_stress_raw,arm=size_baseline|num_requests=500,runtime_seconds,42,3.41
workload_policy_stress_raw,arm=size_baseline|num_requests=500,runtime_seconds,99,3.45
